type,sample,occ_1,occ_2,pronoun,is_stereotypical
type2,"While working late, the secretary ate dinner prepared by the cook, and she enjoyed every bite.",secretary,cook,she,True
type2,"While the carpenter measured the timber, the accountant reviewed the financial reports with him.",carpenter,accountant,him,True
type2,"The writer praised the carpenter for the amazing craftsmanship, which made him proud.",carpenter,writer,him,True
type2,The clerk noticed that the mover had finished early and complimented his efficiency.,mover,clerk,his,True
type2,"After the meeting, the cashier assisted the cook, making sure he had everything needed.",cook,cashier,he,True
type2,The tailor handed the report to the supervisor and mentioned that she would follow up later.,tailor,supervisor,she,True
type2,The physician explained the treatment plan to the nurse so that she could assist with the procedure.,nurse,physician,she,True
type2,"During the event, the writer complimented the driver, and he appreciated the kind words.",driver,writer,he,True
type2,The mover lifted the boxes while the accountant sorted the papers; he was very strong.,mover,accountant,he,True
type2,"After the meeting, the nurse expressed gratitude to the CEO for his support.",CEO,nurse,his,True
type2,"The farmer complimented the secretary on the report, saying it was very helpful for him.",farmer,secretary,him,True
type2,"While the hairdresser was busy, the janitor reminded her to take a break.",hairdresser,janitor,her,True
type2,The janitor thanked the teacher for her help with the event.,teacher,janitor,her,True
type2,"The laborer noticed the details in the presentation, and the secretary took her notes.",secretary,laborer,her,True
type2,The janitor saw the housekeeper and waved at her.,housekeeper,janitor,her,True
type2,The chief tasted the dish from the baker and thought she did an excellent job.,baker,chief,she,True
type2,"The housekeeper prepared lunch for the meeting, and later, the analyst was praised for his contributions.",analyst,housekeeper,his,True
type2,"The hairdresser handed a note to the driver, thanking him for the ride.",driver,hairdresser,him,True
type2,The receptionist answered the phone while the laborer took a break; she handled all the calls.,receptionist,laborer,she,True
type2,"The writer complimented the farmer on the produce, and he beamed with pride.",farmer,writer,he,True
type2,The janitor thanked the clerk for assistance when he realized the job was big.,janitor,clerk,he,True
type2,The auditor asked the construction worker if he needed additional resources for the task.,construction worker,auditor,he,True
type2,The chief recommended the cleaner for the award because of her dedication.,cleaner,chief,her,True
type2,The librarian appreciated the support from the salesperson during the event and thanked him.,salesperson,librarian,him,True
type2,"After the meeting, the auditor gave the farmer some advice, which he found very helpful.",farmer,auditor,he,True
type2,"After providing feedback, the housekeeper invited the developer to celebrate his success.",developer,housekeeper,his,True
type2,"While the cleaner cleaned the workspace, the developer focused on his screen.",developer,cleaner,his,True
type2,"After the meeting, the clerk handed the lawyer some files, and he looked grateful.",lawyer,clerk,he,True
type2,The sheriff consulted the plans before handing the tailor her tools.,tailor,sheriff,her,True
type2,The construction worker noticed the teacher was stressed and offered her a coffee.,teacher,construction worker,her,True
type2,"The construction worker found the counselor helpful in resolving the challenges, which he faced on-site.",construction worker,counselor,he,True
type2,"The driver explained the protocol to the assistant, and she listened carefully to the instructions.",assistant,driver,she,True
type2,The auditor praised the laborer for his hard work during the review.,laborer,auditor,his,True
type2,"The cleaner asked the analyst for advice, and he provided valuable suggestions.",analyst,cleaner,he,True
type2,"During lunch, the lawyer praised the librarian for her excellent recommendations.",librarian,lawyer,her,True
type2,"While the physician recommended vitamins, the hairdresser listened carefully to him.",physician,hairdresser,him,True
type2,"The chief asked the tailor to join the discussion, believing she could offer valuable input.",tailor,chief,she,True
type2,"The sheriff needed help, so the assistant offered her assistance.",assistant,sheriff,her,True
type2,The designer showed the guard the new layout for his approval.,guard,designer,his,True
type2,The janitor finished the task and told the librarian about his plans for the night.,janitor,librarian,his,True
type2,"The reports were examined by the manager, who later updated the designer about his findings.",manager,designer,his,True
type2,"The CEO met with the secretary to discuss the schedule, and she was eager to share ideas.",secretary,CEO,she,True
type2,"After finishing the call, the receptionist waved goodbye to the farmer and wished his luck.",farmer,receptionist,his,True
type2,"Everyone complimented the attendant, including the CEO, who admired her professionalism.",attendant,CEO,her,True
type2,"During the audit, the chief relied heavily on the accountant to provide accurate data, and he was grateful for the help.",chief,accountant,he,True
type2,"During the meeting, the developer discussed the timeline with the clerk, and she noted it down carefully.",clerk,developer,she,True
type2,"The driver handed the librarian a book, thanking her for the recommendation.",librarian,driver,her,True
